publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
DZA-Fact Sheet : Nutzung des Internets durch Menschen in der zweiten Lebensh‰lfte									http://nbn-resolving.de/urn:nbn:de:0168-ssoar-47949-1		882824961		fulltext		DZA	monograph		2016			"Tesch-Rˆmer, Clemens"			P					Book	EBook
Lebensverh‰ltnisse von Frauen und M‰nnern in der zweiten Lebensh‰lfte - Unterschiede und Gemeinsamkeiten ; aktualisierte Fassung vom August 2016									http://nbn-resolving.de/urn:nbn:de:0168-ssoar-450620		882826921		fulltext			monograph		2016			"Nowossadeck, Sonja"			P					Book	EBook
Adequate contribution rates for sustainable pension funding : lessons from the German debate and actual practice									http://library.fes.de/pdf-files/bueros/indonesien/12518.pdf		860440982		fulltext		Friedrich-Ebert-Stiftung Indonesia Office	monograph		2016			"Sailer, Markus"			P					Book	EBook
Is childcare bad for the mental health of grandparents? : evidence from SHARE									http://ftp.iza.org/dp10022.pdf		862714419		fulltext		IZA	monograph		2016			"Brunello, Giorgio"			P					Book	EBook
"Child-related pension benefits and maternal employment, old-age savings and retirement : Essays in social policy"									http://nbn-resolving.de/urn:nbn:de:kobv:188-fudissthesis000000102166-5		864727534		fulltext			monograph		2016			"Thiemann, Andreas"			P					Book	EBook
"Aufbau einer kommunalen Beratungsstelle Besser Leben im Alter durch Technik"" 2014-2016 : Ergebnisse des BMBF-Fˆrderschwerpunkts"""									https://edocs.tib.eu/files/e01fb16/872628299.pdf		872628299		fulltext		Amt f¸r soziale Dienste und Einrichtungen im Landkreis Saarlouis	monograph		2016						P					Book	EBook
Technikakzeptanz in der Zielgruppe der SeniorInnen : eine Gegen¸berstellung quantitativer und qualitativer Methoden									http://othes.univie.ac.at/40961/1/2016-01-14_0706336.pdf		877822263		fulltext			monograph		2016			"Zgud, Justyna"			P					Book	EBook
Gesundheit und Lebensqualit‰t im Alter : Grundlagen f¸r kantonale Aktionsprogramme ´Gesundheitsfˆrderung im Alterª									https://gesundheitsfoerderung.ch/assets/public/documents/de/5-grundlagen/publikationen/gfia/berichte/Bericht_005_GFCH_2016-03_-_Gesundheit_und_Lebensq		877826129		fulltext			monograph		2016			"Weber, Dominik"			P					Book	EBook
"Mach dich schlau am Instrument Instrumentalunterricht 50plus : Mˆglichkeiten, Zielsetzungen und Motive"									http://www.hkb-interpretation.ch/fileadmin/user_upload/documents/Projekte/Instrumentalunterricht_50plus/50plus.pdf		877847649		fulltext		HKB/INA	monograph		2016						P					Book	EBook
Altengerechte Quartiersentwicklung : Erfahrungen und Strategien									http://nbn-resolving.de/urn:nbn:de:0176-201701189		877326738		fulltext		"IAT, Institut Arbeit und Technik"	monograph		2017			"Cirkel, Michael"			P					Book	EBook
Zuwanderung als ‹berlebensprinzip									http://www.kas.de/wf/doc/kas_47598-544-1-30.pdf?170109155528		877856397		fulltext		Konrad-Adenauer-Stiftung e.V	monograph		2016			"Miegel, Meinhard"			P					Book	EBook
Schrumpfende Nahversorgungsstrukturen vor dem Hintergrund einer alternden Gesellschaft : Handlungsempfehlungen f¸r eine Verbesserung der Nahversorgung in der obersteirischen Marktgemeinde Vordernberg.									http://unipub.uni-graz.at/obvugrhs/download/pdf/1502200?originalFilename=true		877862923		fulltext		UniGraz Verlag	monograph		2016			"Lassnig, Nina"			P					Book	EBook
Gender and Social Class Inequalities in Active Ageing : Policy meets Theory									http://www.euro.centre.org/data/1472633387_11345.pdf		877870179		fulltext		European Centre for Social Welfare Policy and Research	monograph		2016			"Ilinca, Stefania"			P					Book	EBook
Junge Pflegende									https://www.zqp.de/wp-content/uploads/ZQP_2017_Report_JungePflegende.pdf		877981833		fulltext		Zentrum f¸r Qualit‰t in der Pflege	monograph		2017			"Eggert, Simon"			P					Book	EBook
Alterssicherung in Deutschland 2015 (ASID 2015) : Tabellenband 1 : Alte L‰nder									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-474al-alterssicherung-deutschland-2015.pdf?__blob=publicationFile&v		877983550		fulltext			monograph		2017						P					Book	EBook
Alterssicherung in Deutschland 2015 (ASID 2015) : Tabellenband 3 : Deutschland									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-474d-alterssicherung-deutschland-2015.pdf?__blob=publicationFile&v=		877984638		fulltext			monograph		2017						P					Book	EBook
Alterssicherung in Deutschland 2015 (ASID 2015) : Methodenbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-474m-alterssicherung-deutschland-2015.pdf?__blob=publicationFile&v=		877985472		fulltext			monograph		2017						P					Book	EBook
How does pension eligibility affect labor supply in couples?									http://hdl.handle.net/10419/149220		876594852		fulltext		IZA	monograph		2016			"Lalive, Rafael"			P					Book	EBook
Einfluss der Migration auf Leistungserbringung und Inanspruchnahme von Pflege- und Betreuungsleistungen in Wien									https://www.wien.gv.at/gesundheit/einrichtungen/planung/pdf/migration.pdf		878202110		fulltext		"MA 24, Gesundheits- und Sozialplanung"	monograph		2016			"Reinprecht, Christoph"			P					Book	EBook
Entwicklung der Rentenausgaben in Deutschland									http://hdl.handle.net/10419/156387		876290705		fulltext		Institut f¸r Makroˆkonomie und Konjunkturforschung	monograph		2017			"Meinhardt, Volker"			P					Book	EBook
Leitfaden Gesunde Stadt : Hinweise f¸r Stellungnahmen zur Stadtentwicklung aus dem ÷ffentlichen Gesundheitsdienst									https://www.lzg.nrw.de/_media/pdf/service/Pub/2016_druckfrisch/lzg-nrw_leitfaden_gesunde_stadt_2016.pdf		879272546		fulltext		Landeszentrum Gesundheit Nordrhrein-Westfalen	monograph		2016			"Baumeister, Hendrik"			P					Book	EBook
Erben und Vererben : Informationen und Erkl‰rungen zum Erbrecht									https://www.bmj.de/SharedDocs/Publikationen/DE/Broschueren/Erben_Vererben.pdf?__blob=publicationFile&v=14		618537848		fulltext		Bundesministerium der Justiz und f¸r Verbraucherschutz	monograph		2023						P					Book	EBook
Verbreitung der Altersvorsorge 2015 (AV 2015) : Endbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-476-verbreitung-altersvorsorge-2015.pdf?__blob=publicationFile&v=3		88004344X		fulltext			monograph		2017			"Heien, Thorsten"			P					Book	EBook
Verbreitung der Altersvorsorge 2015 (AV 2015) : Methodenbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-476m-verbreitung-altersvorsorge-2015.pdf?__blob=publicationFile&v=4		880046163		fulltext			monograph		2017			"Heien, Thorsten"			P					Book	EBook
Alterssicherung in Deutschland 2015 (ASID 2015) : Endbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/fb-474z-alterssicherung-deutschland-2015.pdf?__blob=publicationFile&v=		880297654		fulltext		Bundesministerium f¸r Arbeit und Soziales	monograph		2017						P					Book	EBook
Leitfaden zum Aufbau und zur Weiterentwicklung von ehrenamtlichen Besuchsdiensten in der Geriatrie		978-3-940054-42-5							https://www.stiftung-proalter.de/nachricht/items/leitfaden-zum-aufbau-und-zur-weiterentwicklung-von-ehrenamtlichen-besuchsdiensten-in-der-geriatrie.ht		877568812		fulltext		Stiftung ProAlter	monograph		2016			"Meuter, Julia"			P					Book	EBook
Leben QDII : Lebensqualit‰t von Menschen mit Demenz st‰rken		978-3-9817901-0-8							https://www.dzne.de/fileadmin/user_upload/editors/images/Standorte/Witten/Downloads/Abschlussbericht_-_Leben-QDII_final_22_06_2016.pdf		880367881		fulltext		Deutschen Zentrums f¸r Neurodegenerative Erkrankungen e.V. DZNE	monograph		2016			"Dichter, Martin N."			P					Book	EBook
"Wirksamkeit eines Trainingsprogramms zur Sturzpr‰vention : Effekte eines Best-Practice-Modells"" auf intrinsische Sturzrisikofaktoren bei gesunden ‰lteren Personen"""		978-3-906173-92-4							http://www.bfu.ch/sites/assets/Shop/bfu_2.272.02_Rapport%20n%C2%B0%2074%20%E2%80%93%20Efficacit%C3%A9%20d'un%20programme%20d'entra%C3%AEnement%20desti		880373806		fulltext		bfu - Beratungsstelle f¸r Unfallverh¸tung	monograph		2016			"Lacroix, AndrÈ"			P					Book	EBook
Ageing and the city : making urban spaces work for older people		978-1-910743-17-1							https://www.itdp.org/wp-content/uploads/2017/02/Ageing-and-City-Low-Res.pdf		880376848		fulltext		HelpAge International	monograph		2016						P					Book	EBook
Late-Life Health Effects of Teenage Motherhood									https://www.york.ac.uk/media/economics/documents/hedg/workingpapers/1509.pdf		880380101		fulltext		HEDG	monograph		2015			"Angelini, Viola"			P					Book	EBook
Stabilisierung der gesetzlichen Rentenversicherung durch Erhˆhung des Renteneintrittsalters									http://hdl.handle.net/10419/142216		859698009		fulltext		Leibniz-Institut f¸r Wirtschaftsforschung Halle (IWH)	monograph		2016			"Holtemˆller, Oliver"			P					Book	EBook
Die Wirksamkeit psychologisch-p‰dagogischer Interventionen im Rahmen einer ger‰tegest¸tzten Krafttrainingstherapie bei ‰lteren Polizeibeamten mit chronischen lumbalen R¸ckenschmerzen									http://nbn-resolving.de/urn:nbn:de:gbv:ma9:1-8008		861678893		fulltext		Otto-von-Guericke-Universit‰t Magdeburg	monograph		2016			"Kirchhoff, Denis"			P					Book	EBook
Psychophysiological investigation of the mechanisms underlying successful cognitive and emotional aging									http://ediss.sub.uni-hamburg.de/volltexte/2016/7904/		862798477		fulltext		Staats- und Universit‰tsbibliothek Hamburg	monograph		2016			"Karim, Laura Katharina"			P					Book	EBook
Cortisol secretion patterns in the elderly : in the perspectives of frailty and cognitive function and sleep disturbances as risk factors of cognitive decline									http://nbn-resolving.de/urn:nbn:de:bvb:19-197014		866972951		fulltext			monograph		2016			"Johar, Hamimatunnisa"			P					Book	EBook
"Multimorbidit‰t in der haus‰rztlichen Versorgung (MultiCare) : Schlussbericht des Verbundpartners: Institut f¸r Allgemeinmedizin, Universit‰tsklinikum Hamburg-Eppendorf"									https://edocs.tib.eu/files/e01fb16/872353559.pdf		872353559		fulltext		"Institut f¸r Allgemeinmedizin, Universit‰tsklinikum Hamburg-Eppendorf"	monograph		2016			"Sch‰fer, Ingmar"			P					Book	EBook
Besch‰ftigungsf‰higkeit im hˆheren Erwerbsalter									http://nbn-resolving.de/urn:nbn:de:bvb:473-opus4-474280		876089651		fulltext			monograph		2016			"Tisch, Anita"			P					Book	EBook
2017 Global Health Care Outlook : Making progress against persistent challenges									https://www2.deloitte.com/de/de/pages/life-sciences-and-healthcare/articles/global-health-care-outlook-2017.html		880550821		fulltext		Deloitte	monograph		2017						P					Book	EBook
Informations- und Beratungsangebote f¸r armutsbetroffene Menschen : Bestandsaufnahme und Strukturierungsvorschlag f¸r eine Online-Plattform									https://www.bsvlive.admin.ch/praxis/forschung/publikationen/index.html?lang=de&iframe_style=yes		88056038X		fulltext		Bundesamt f¸r Sozialversicherungen	monograph		2016			"Beyeler, Michelle"			P					Book	EBook
2050 : Die Zukunft der Arbeit. Ergebnisse einer internationalen Delphi-Studie des Millennium Projec									https://www.bertelsmann-stiftung.de/fileadmin/files/BSt/Publikationen/GrauePublikationen/BST_Delphi_Studie_2016.pdf		880590149		fulltext		Bertelsmann Stiftung	monograph		2016		1. Auflage	"Daheim, Cornelia"			P					Book	EBook
"Effectiveness of early retirement disincentives individual welfare, distributional and fiscal implications"									http://hdl.handle.net/10419/149902		879425482		fulltext		"DIW Berlin, German Institute for Economic Research"	monograph		2017			"Bˆnke, Timm"			P					Book	EBook
Freiwilliges Engagement in Deutschland : Zusammenfassung zentraler Ergebnisse des Vierten Deutschen Freiwilligensurveys									https://www.bmfsfj.de/blob/113702/53d7fdc57ed97e4124fffec0ef5562a1/vierter-freiwilligensurvey-monitor-data.pdf		880864184		fulltext		bmfsfj	monograph		2016		1. Auflage Dezember 2016	"Simonson, Julia"			P					Book	EBook
Besch‰ftigung und Produktivit‰t im Sozialberich									https://www.bsvlive.admin.ch/praxis/forschung/publikationen/index.html?lang=de&iframe_style=yes		880876328		fulltext		Bundesamt f¸r Sozialversicherungen	monograph		2016			"K‰gi, Wolfram"			P					Book	EBook
Ungleichheit bek‰mpfen! : wo der deutsche Wohlfahrtsstaat jetzt investieren muss		978-3-95861-683-7							http://library.fes.de/pdf-files/wiso/13031.pdf		880879300		fulltext		"Friedrich-Ebert-Stiftung, Abteilung Wirtschafts- und Sozialpolitik"	monograph		2016			"Bosani, Saa"			P					Book	EBook
Arbeitswissenschaftliche Untersuchung von Job Rotation in der Fahrzeugfertigung im Rahmen des demografischen Wandels									http://nbn-resolving.de/urn:nbn:de:tuda-tuprints-55004		867582456		fulltext			monograph		2016			"Weise, Franciska"			P					Book	EBook
Entwicklung der Menschenrechtssituation in Deutschland Januar 2015 - Juni 2016 : Bericht an den Deutschen Bundestag gem‰ﬂ ß 2 Absatz 5 DIMRG									http://www.institut-fuer-menschenrechte.de/fileadmin/user_upload/Publikationen/Menschenrechtsbericht_2016/Menschenrechtsbericht_2016.pdf		880911573		fulltext		Deutsches Institut f¸r Menschenrechte	monograph		2016						P					Book	EBook
Demografiebericht Hessen									http://fzdw.de/wp-content/uploads/2016/11/Demografiebericht-Hessen.pdf		880921277		fulltext			monograph		2016			"Kohl, Jonathan"			P					Book	EBook
"Soziodemographische und sozioˆkonomische Determinanten von Gesundheit : Auswertungen der Daten des Austrian Health Interview Survey (ATHIS 2014) zu Kindern, Jugendlichen und Erwachsene"		978-3-903106-09-3							http://www.bmgf.gv.at/cms/home/attachments/2/8/3/CH1099/CMS1474300969368/athis_analyse_08092016_.pdf		880929073		fulltext		BMGF	monograph		2016			"Klimont, Jeannette"			P					Book	EBook
Erwerbsverl‰ufe in Kennzahlen : Ost- und Westdeutschland zwischen 2009 und 2014									http://www.soeb.de/fileadmin/redaktion/downloads/Working-Paper/soeb_3_Working-Paper_2016-7_Lehwe%C3%9F-Litzmann_20160929.pdf		88099164X		fulltext			monograph		2016			"Lehweﬂ-Litzmann, RenÈ"			P					Book	EBook
Engagement mit Potenzial : Sonderauswertung des vierten Freiwilligensurveys f¸r die evangelische Kirche		978-3-946525-03-5							https://www.si-ekd.de/download/2017_Freiwilligensurvey_Web.pdf		88137203X		fulltext		creo-media	monograph		2017			"Sinnemann, Maria"			P					Book	EBook
Grandparent army report									http://www.ilcuk.org.uk/index.php/publications/publication_details/the_grandparents_army		881602515		fulltext		ILC	monograph		2017		Ausgabebezeichnung	"Holley-Moore, George"			P					Book	EBook
Measuring Successful Aging with Respect for What Matters to Older Persons									http://www.centrumvoorsociaalbeleid.be/sites/default/files/CSB%20Working%20Paper%201604%20DecancqMichiels.pdf		881606758		fulltext		"Herman Deleeck Centre for Social Policy, University of Antwerp"	monograph		2016			"Decancq, Koen"			P					Book	EBook
Pension systems and income inequality among the elderly in Europe									http://nbn-resolving.de/urn:nbn:de:bsz:180-madoc-412628		871823284		fulltext		Universit‰tsbibliothek Mannheim	monograph		2016			"Neugschwender, Jˆrg"			P					Book	EBook
ZukunftsMonitor IV : Wissen schaffen  Denken und Arbeiten in der Welt von morgen									https://www.zukunft-verstehen.de/application/files/5814/8917/5212/BMBF_ZukunftsForum_IV_ZukunftsMonitor_Ergebnisse.pdf		882029223		fulltext		BMBF	monograph		2017						P					Book	EBook
Menschenw¸rde ist Menschenrecht									https://www.armutskongress.de/fileadmin/files/Dokumente/AK_Dokumente/armutsbericht-2017.pdf		882034162		fulltext		Der Parit‰tische Gesamtverband	monograph		2017		1. korrigierte Auflage	"Schneider, Ulrich"			P					Book	EBook
3. Atlas zur Gleichstellung von Frauen und M‰nnern in Deutschland									https://www.bmfsfj.de/blob/114006/738fd7b84c664e8747c8719a163aa7d9/3--atlas-zur-gleichstellung-von-frauen-und-maennern-in-deutschland-deutsch-data.pdf		882038826		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2016		1. Auflage				P					Book	EBook
Blickpunkt Arbeitsmarkt : Situation von ƒlteren									https://statistik.arbeitsagentur.de/Statischer-Content/Arbeitsmarktberichte/Personengruppen/generische-Publikationen/Aeltere-amArbeitsmarkt.pdf		882052616		fulltext		Statistik der Bundesagentur f¸r Arbeit	monograph		2016						P					Book	EBook
Journal of health monitoring		2511-2708							http://www.rki.de/DE/Content/Gesundheitsmonitoring/JoHM/JoHM_node.html		869443569		fulltext		Robert Koch-Institut	serial								P					Journal	EJournal
Analyse der Verteilung von Einkommen und Vermˆgen in Deutschland : Projektbericht an das Bundesministerium f¸r Arbeit und Soziales									http://hdl.handle.net/10419/155367		880304766		fulltext		Institut f¸r Angewandte Wirtschaftsforschung e.V.	monograph		2015			"Boockmann, Bernhard"			P					Book	EBook
Neueinstellung ƒlterer : Betriebe machen meist gute Erfahrungen									http://hdl.handle.net/10419/185027		882140760		fulltext		Institut f¸r Arbeitsmarkt- und Berufsforschung	monograph		2017			"Czepek, Judith"			P					Book	EBook
How job changes affect retirement timing by socioeconomic status									http://crr.bc.edu/wp-content/uploads/2017/01/IB_17-3.pdf		882145371		fulltext			monograph		2017			"Sanzenbacher, Geoffrey T."			P					Book	EBook
Forschungsdossier dritte Erhebungswelle : Beziehungen im sp‰teren Leben - Ergebnisse der dritten Befragung (2016)									http://boris.unibe.ch/89325/1/IP_212_DossierWelle3_161016.pdf		882152858		fulltext		Universit‰t Bern	monograph		2016			"Perrig-Chiello, Pasqualina"			P					Book	EBook
Migrationsbericht									https://www.bamf.de/SharedDocs/Anlagen/DE/Publikationen/Migrationsberichte/migrationsbericht-2015.pdf;jsessionid=C995F416DA6C191D58C8E96DABBCEBCB.1_ci		882156241		fulltext			monograph		2016		Stand: 14.12.2016				P					Book	EBook
Wahrnehmung von Armut und Reichtum in Deutschland : Ergebnisse der repr‰sentativen Bevˆlkerungsbefragung ARB-Survey 2015									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/a-305-6-ergebnisse-wahrnehmung-armut-reichtum.pdf?__blob=publicationFile&v=1		882160850		fulltext			monograph		2016			"Gˆtte, Sebastian"			P					Book	EBook
Ausmaﬂ und Trends sozialr‰umlicher Segregation in Deutschland									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/a-305-7-abschlussbericht-ausmass-trends-sozialraeumlicher-segregation.pdf?__blob=publicat		882179896		fulltext			monograph		2016			"Goebel, Jan"			P					Book	EBook
Der Pflegearbeitsmarkt in Sachsen-Anhalt : aktuelle Situation und zuk¸nftige Entwicklungen									http://hdl.handle.net/10419/178197		875156347		fulltext		Institut f¸r Arbeitsmarkt- und Berufsforschung der Bundesagentur f¸r Arbeit	monograph		2016			"Fuchs, Michaela"			P					Book	EBook
Lebendige Lebensr‰ume f¸r alle Generationen : Mehrgenerationenh‰user und integrierte kommunale Strategie									http://www.iss-ffm.de/lebenswelten/zusammenhalt/m_732		882216112		fulltext		ISS	monograph		2016						P					Book	EBook
"PEQ: Pflege, Engagement und Qualifizierung : Ein Handbuch f¸r Dozentinnen und Dozenten"									https://www.deutscher-verein.de/de/uploads/hauptnavigation/peq/pdf/peq_schulungsbuch_komplett.pdf		882225952		fulltext		Deutscher Verein f¸r ˆffentliche und private F¸rsorge	monograph		2016						P					Book	EBook
"The Palgrave Handbook of Volunteering, Civic Participation, and Nonprofit Associations"	978-1-137-26316-2	978-1-137-26317-9							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=4789309		1656146355		fulltext		Palgrave Macmillan	monograph		2016			"Smith, David Horton"			P					Book	EBook
Gebrauchsanweisung f¸rs lebenslange Lernen									https://www.vodafone-stiftung.de/wp-content/uploads/2016/10/Vodafone_Stiftung_Gebrauchsanweisung_fuers_lebenslange_Lernen.pdf		882312316		fulltext		Vodafone Stiftung Deutschland	monograph		2016			"Bˆrsch - Supan, Johannna"			P					Book	EBook
"Live Longer, Work Longer?"									http://www.population-europe.eu/books-and-reports/european-policy-brief-agenta-project-live-longer-work-longer		882314203		fulltext			monograph		2016			"F¸rnkranz-Prskawetz, Alexia"			P					Book	EBook
Between state and market: the changing role of institutions and political actors in East European pension reforms									http://nbn-resolving.de/urn:nbn:de:bsz:180-madoc-409866		86428506X		fulltext			monograph		2016			"Adascalitei, Dragos"			P					Book	EBook
"Das Deutsche Rentensystem : Thesen zur derzeitigen Diskussion um Umkehr""-Reformen"""									http://hdl.handle.net/10419/146372		867681314		fulltext		"SAFE, Sustainable Architecture for Finance in Europe"	monograph		2016			"Ludwig, Alexander"			P					Book	EBook
"Abschlussbericht zum Projekt Innovative Versorgung von akut erkrankten Bewohnern und Bewohnerinnen im Altenheim : Fˆrderkennzeichen beim Projekttr‰ger Forschungszentrum J¸lich (ETN): 005 - GW03 - 138Z Forschungsprojekt im Rahmen des vom Ministerium f¸r Gesundheit, Emanzipation, Pflege und Alter des Landes Nordrhein - Westfalen (MGEPA NRW) innerhalb des Europ‰ischen Fonds f¸r regionale Entwicklung NRW Ziel 2 Programm 2007  2013 (EFRE)"									https://www.omega90.lu/resources/pdf/Etudes_Studien/IVA.pdf		882356097		fulltext			monograph		2015			"Bienstein, Christel"			P					Book	EBook
HViD - Hochvermˆgende in Deutschland : Abschlussbericht zu den Ergebnissen der Befragun									http://www.armuts-und-reichtumsbericht.de/SharedDocs/Downloads/Service/Studien/abschlussbericht-hvid-2016.pdf?__blob=publicationFile&v=2		882365959		fulltext			monograph		2016			"Lauterbach, Wolfgang"			P					Book	EBook
Healthy aging & clinical care in the elderly		1179-0601							https://clockss.org/triggered-content/healthy-aging-clinical-care-in-the-elderly/		788845241		fulltext		Libertas Academica	serial								P					Journal	EJournal
Anthropology & Aging : journal of the Association for Anthropology & Gerontology		2374-2267							http://anthro-age.pitt.edu/ojs/index.php/anthro-age/issue/archive		818036435		fulltext		AAGE	serial								P					Journal	EJournal
Gerontology and geriatric medicine : GGM		2333-7214							https://journals.sagepub.com/home/ggma		846465965		fulltext		Sage Publishing	serial								P					Journal	EJournal
"How does grandparent childcare affect labor supply? : Childcare provided by grandparents helps young working mothers, but reduces the labor supply of older wome"									https://wol.iza.org/uploads/articles/337/pdfs/how-does-grandparent-childcare-affect-labor-supply.pdf		882545426		fulltext			monograph		2017			"Zanella, Giulio"			P					Book	EBook
Arbeitgeber-und Tr‰gerbefragung zur Verbreitung der betrieblichen Altersversorgung (BAV 2015) : Methodenbericht									http://www.bmas.de/DE/Service/Medien/Publikationen/Forschungsberichte/fb-475-bav-methodenbericht.html		875972128		fulltext			monograph		2016			"Riedmann, Arnold"			P					Book	EBook
Sechster Bericht der Bundesregierung  ¸ber die Entwicklung der Pflegeversicherung  und den Stand der pflegerischen Versorgung  in der Bundesrepublik Deutschland									https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/5_Publikationen/Pflege/Berichte/6.Pflegebericht.pdf		882820605		fulltext			monograph		2016		Stand: Dezember 2016				P					Book	EBook
"Demografie, Zuwanderung, Wohlstand : Herausforderungen meistern, Wachstumskr‰fte wecken"									https://www.iwkoeln.de/studien/gutachten/beitrag/hubertus-bardt-hans-peter-kloes-demografie-zuwanderung-wohlstand-268861		882826948		fulltext		Institut der deutschen Wirtschaft Kˆln	monograph		2016			"Bardt, Hubertus"			P					Book	EBook
Greifkraft im hˆheren Lebensalter									http://www.rki.de/DE/Content/Gesundheitsmonitoring/Gesundheitsberichterstattung/GBEDownloadsF/degs1/greifkraft.pdf?__blob=publicationFile		882834770		fulltext		Robert Koch-Institut	monograph		2016			"Fuchs, Judith"			P					Book	EBook
Pr‰valenz von kˆrperlicher Gebrechlichkeit (Frailty)									http://www.rki.de/DE/Content/Gesundheitsmonitoring/Gesundheitsberichterstattung/GBEDownloadsF/degs1/gebrechlichkeit_frailty.pdf?__blob=publicationFile		882857754		fulltext		Robert Koch-Institut	monograph		2016			"Fuchs, Judith"			P					Book	EBook
DZA-Fact Sheet : Lebenssituation ‰lterer Menschen in Deutschland									http://nbn-resolving.de/urn:nbn:de:0168-ssoar-52334-9		820833398		fulltext		DZA	monograph		2017		3. aktualisierte und ¸berarbeitete Auflage 2017	"Hoffmann, Elke"			P					Book	EBook
Freiz¸gigkeitsmonitoring : Migration von EU-B¸rgern nach Deutschland									https://www.bamf.de/SharedDocs/Anlagen/DE/Publikationen/Broschueren/freizuegigkeitsmonitoring-jahresbericht-2015.pdf?__blob=publicationFile		882887505		fulltext		Bundesamt f¸r Migration und Fl¸chtlinge	monograph		2016		Ausgabebezeichnung				P					Book	EBook
Die Pflegest‰rkungsgesetze : alle Leistungen zum Nachschlagen									https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/5_Publikationen/Pflege/Broschueren/PSG_Alle_Leistungen.pdf		882896652		fulltext			monograph		2017		3. aktualisierte Auflage: Stand Februar 2017				P					Book	EBook
Die Pflegest‰rkungsgesetze : Informationen f¸r die h‰usliche Pflege									https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/5_Publikationen/Pflege/Broschueren/PSG_Info_Haeusliche_Pflege.pdf		88289711X		fulltext			monograph		2016		2. aktualisierte Auflage: Stand Dezember 2016				P					Book	EBook
Systematisch verzerrte Entscheidungen? : Die Responsivit‰t der deutschen Politik von 1998 bis 2015 : Endbericht									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/a-305-4-endbericht-systematisch-verzerrte-entscheidungen.pdf;jsessionid=959BA94FC144A5F9C		88297100X		fulltext			monograph		2016			"Els‰sser, Lea"			P					Book	EBook
The gift of moving : intergenerational consequences of a mobility shock									http://www.columbia.edu/~en2198/papers/giftofmoving.pdf		882976427		fulltext		National Bureau of Economic Research	monograph		2016			"Nakamura, Emi"			P					Book	EBook
The end of the beginning? Private defined benefit pensions and the new normal									http://www.ilcuk.org.uk/index.php/publications/publication_details/the_end_of_the_beginning_private_defined_benefit_pensions_and_the_new_norma		883191458		fulltext			monograph		2017			"Franklin, Ben"			P					Book	EBook
How long will I love you? Sex and intimacy in later life									http://www.ilcuk.org.uk/index.php/publications/publication_details/how_long_will_i_love_you_sex_and_intimacy_in_later_life		883195100		fulltext		ILC-UK	monograph		2017		Ausgabebezeichnung	"Lee, David"			P					Book	EBook
Easing the transition : The relationship between alcohol and labour market activity in the over 50s population of the UK									http://www.ilcuk.org.uk/index.php/publications/publication_details/easing_the_transition_the_relationship_between_alcohol_and_labour_market_ac		883205378		fulltext		ILC-UK	monograph		2016			"Holley-Moore, George"			P					Book	EBook
Does living in a retirement village extend life expectancy? The case of Whiteley Village									http://www.ilcuk.org.uk/index.php/publications/publication_details/does_living_in_a_retirement_village_extend_life_expectancy_the_case_of_whit		883210908		fulltext		ILC-UK	monograph		2017			"Mayhew, LEs"			P					Book	EBook
Analyse der Verteilung von Einkommen und Vermˆgen in Deutschland : Projektbericht an das Bundesministerium f¸r Arbeit und Soziales									http://legacy.iza.org/en/webcontent/publications/reports/report_pdfs/iza_report_73.pdf		87631888X		fulltext		IZA Institute of Labor Economics	monograph		2016			"Pestel, Nico"			P					Book	EBook
Flexible and affordable methods of paying for long term care insurance									http://www.ilcuk.org.uk/index.php/publications/publication_details/flexible_and_affordable_methods_of_paying_for_long_term_care_insurance		883575566		fulltext		ILC-UK	monograph		2017			"Mayhew, Leslie"			P					Book	EBook
